model_id,model_dir,meta_json,urdf_relpath,anno_id,model_cat,original_model_cat,time_in_sec,user_id,version
b8d22469-945b-4863-bc26-078a4bd7f94c,101546,101546\meta.json,101546\mobility.urdf,1546,Dispenser,,32,ericyi,1
fd83d7363a501f61db84fcd340e058ac,101548,101548\meta.json,101548\mobility.urdf,1548,Fan,,33,shawn,2
cdc1cdb6-f4af-451c-a789-179ac53f8e0b,101557,101557\meta.json,101557\mobility.urdf,1557,Dispenser,,37,ericyi,1
d0718456507d8b0050da8b99982a3057,101558,101558\meta.json,101558\mobility.urdf,1558,Dispenser,,151,ericyi,1
d109e3b9-682b-4e13-a11d-dc57eabb03e2,101560,101560\meta.json,101560\mobility.urdf,1560,Dispenser,,63,ericyi,1
d352a7410547373c4cd1f145ee534e3,101561,101561\meta.json,101561\mobility.urdf,1561,Dispenser,,39,ericyi,1
daab8d5b-b371-404b-b11b-94564de1e0de,101563,101563\meta.json,101563\mobility.urdf,1563,Dispenser,,87,ericyi,1
117711079f903de35c90c1d7bd498fbb,101564,101564\meta.json,101564\mobility.urdf,1564,Safe,,96,KeplerSN,2
dba97c73-17e9-4f08-a08b-4cfef08ba671,101565,101565\meta.json,101565\mobility.urdf,1565,Dispenser,,40,ericyi,1
dd686080a4d1cac8e85013a1e4383bdd,101566,101566\meta.json,101566\mobility.urdf,1566,Dispenser,,410,ericyi,2
397aea0c-8794-498d-ad98-0be6c64c7c78,101579,101579\meta.json,101579\mobility.urdf,1579,Safe,,443,KeplerSN,3
39eb000e9aeb6bcce17a08cc74f7fd87,101583,101583\meta.json,101583\mobility.urdf,1583,Safe,,466,KeplerSN,2
3aed91ee-bf51-4e26-b361-9db03adfd97f,101584,101584\meta.json,101584\mobility.urdf,1584,Safe,,445,KeplerSN,2
4beb4d6e-480c-4edd-a82d-5374471a95a0,101591,101591\meta.json,101591\mobility.urdf,1591,Safe,,51,KeplerSN,1
52d8d0a55b5b593188fb7d9c2bb964c5,101593,101593\meta.json,101593\mobility.urdf,1593,Safe,,56,KeplerSN,3
53211332afe32708cccfa6e0b59fe5d2,101594,101594\meta.json,101594\mobility.urdf,1594,Safe,,340,KeplerSN,3
606d5a67d35faac229024035009201d2,101599,101599\meta.json,101599\mobility.urdf,1599,Safe,,193,KeplerSN,3
75c15a705ccdb9e1348661dbc76349f8,101603,101603\meta.json,101603\mobility.urdf,1603,Safe,,143,KeplerSN,3
783fa82cb46fb3244e91947b208587c6,101604,101604\meta.json,101604\mobility.urdf,1604,Safe,,249,KeplerSN,2
81870769-92a2-4bd0-887b-17eedd92a74b,101605,101605\meta.json,101605\mobility.urdf,1605,Safe,,60,KeplerSN,1
96c6742a47bd5e451021cd55d164c0ed,101611,101611\meta.json,101611\mobility.urdf,1611,Safe,,184,KeplerSN,2
976cf96169945398af7f76800034f73,101612,101612\meta.json,101612\mobility.urdf,1612,Safe,,87,KeplerSN,1
996ad42614a95dcf950db3214c62b23a,101613,101613\meta.json,101613\mobility.urdf,1613,Safe,,80,KeplerSN,2
a805e6a1651b06aaeb69804478f9c547,101619,101619\meta.json,101619\mobility.urdf,1619,Safe,,335,KeplerSN,5
b903c984-cef7-466d-b2a9-b5967021c0a6,101623,101623\meta.json,101623\mobility.urdf,1623,Safe,,102,KeplerSN,2
581ad58ce8664d2d4ff0e6230d32c1e3,101659,101659\meta.json,101659\mobility.urdf,1659,Knife,,142,kent0318,1
5d6201caa12611fe89f4664416242a41,101660,101660\meta.json,101660\mobility.urdf,1660,Knife,,263,kent0318,1
c7a96262d5dfc1ae72c447ef6e5cffc2,101662,101662\meta.json,101662\mobility.urdf,1662,Knife,,396,kent0318,1
547ad62bd93988fff0117851f0671fde,101668,101668\meta.json,101668\mobility.urdf,1668,Suitcase,,199,kent0318,1
83ab18386e87bf4efef598dabc93c115,101673,101673\meta.json,101673\mobility.urdf,1673,Suitcase,,16,kent0318,1
e450a063965ce182372d50f0ef237781,101681,101681\meta.json,101681\mobility.urdf,1681,Suitcase,,24,kent0318,1
2192e3ab335b70cf432c72714e700b25,101685,101685\meta.json,101685\mobility.urdf,1685,Pen,,19,kent0318,1
4617eed30c8d9d8c3b3435cb12e628d5,101698,101698\meta.json,101698\mobility.urdf,1698,Pen,,91,kent0318,1
48519c151ddc3ccce6da3f514e9d929b,101703,101703\meta.json,101703\mobility.urdf,1703,Pen,,45,kent0318,1
52e42478a6221fa9430ed4b39f564e44,101712,101712\meta.json,101712\mobility.urdf,1712,Pen,,15,kent0318,1
5504e5bcbecc24f697c4f43a189077db,101713,101713\meta.json,101713\mobility.urdf,1713,Pen,,109,kent0318,1
5580924f960463d5aa26b0b13ca3661,101714,101714\meta.json,101714\mobility.urdf,1714,Pen,,59,kent0318,1
6db9d631ff966a5b6e839cadad6117f7,101722,101722\meta.json,101722\mobility.urdf,1722,Pen,,173,kent0318,1
7fcaf9e9a1fa0d5f729e474769d21582,101727,101727\meta.json,101727\mobility.urdf,1727,Pen,,27,kent0318,1
8c948916421bd72d51012ba52856ea7a,101732,101732\meta.json,101732\mobility.urdf,1732,Pen,,37,kent0318,2
8ed1668d846d7fa76dbbb4a01db03953,101735,101735\meta.json,101735\mobility.urdf,1735,Pen,,40,kent0318,1
91d7c6803207afa09d46068d27fb8249,101736,101736\meta.json,101736\mobility.urdf,1736,Pen,,24,kent0318,1
9a2b834c216530a4c3513b64581c4322,101741,101741\meta.json,101741\mobility.urdf,1741,Pen,,611,kent0318,2
9d54b5844e45eea15a9a1260329cc152,101748,101748\meta.json,101748\mobility.urdf,1748,Pen,,128,kent0318,1
b7929bb0621f462ec77d45d65dc3714,101770,101770\meta.json,101770\mobility.urdf,1770,Pen,,57,kent0318,1
3ea1ace396f6ccae48407a54b1fbfda8,101773,101773\meta.json,101773\mobility.urdf,1773,Oven,,355,shawn,6
d5c1dddb57cc557385845cb132291d6e,101786,101786\meta.json,101786\mobility.urdf,1786,Pen,,31,kent0318,1
d67c95d75de4c4f3cee19268a161fc4a,101787,101787\meta.json,101787\mobility.urdf,1787,Pen,,18,kent0318,1
ee833d091794e3882024ed4df21e93b8,101793,101793\meta.json,101793\mobility.urdf,1793,Pen,,18,kent0318,1
f4f0efabef3f67f1384368499a680cf1,101796,101796\meta.json,101796\mobility.urdf,1796,Pen,,14,kent0318,1
47c68395a5775e10d9deb3f829cc2475,101808,101808\meta.json,101808\mobility.urdf,1808,Oven,,185,shawn,2
59d4bd247843cf409d17180597a6ffb0,101831,101831\meta.json,101831\mobility.urdf,1831,Eyeglasses,,13,haozhu,1
67846825a047234ad2eebe596133133e,101833,101833\meta.json,101833\mobility.urdf,1833,Eyeglasses,,9,haozhu,1
6fd0df4e387da0a328bb41214748d4bd,101836,101836\meta.json,101836\mobility.urdf,1836,Eyeglasses,,11,haozhu,1
710f2da37e164dcb5f8e25a909275a57,101838,101838\meta.json,101838\mobility.urdf,1838,Eyeglasses,,21,haozhu,1
750dbd625aaeeb9d4688cb762283db8,101839,101839\meta.json,101839\mobility.urdf,1839,Eyeglasses,,13,haozhu,1
7515bc77b6a2bdd5aa5137a7192f69de,101840,101840\meta.json,101840\mobility.urdf,1840,Eyeglasses,,6,haozhu,1
812735aec832ee27578739b75e0e997c,101842,101842\meta.json,101842\mobility.urdf,1842,Eyeglasses,,6,haozhu,1
8db88b601ae4f3f9fa46217f97f0a1f,101843,101843\meta.json,101843\mobility.urdf,1843,Eyeglasses,,6,haozhu,1
8faca9a724c9b8ba1eb4a0dccfe9da65,101844,101844\meta.json,101844\mobility.urdf,1844,Eyeglasses,,6,haozhu,1
9197731b76f4a5311c4715249ed9b23b,101845,101845\meta.json,101845\mobility.urdf,1845,Eyeglasses,,7,haozhu,1
9d0952fe566fcc1a21d65fd8768fb582,101848,101848\meta.json,101848\mobility.urdf,1848,Eyeglasses,,5,haozhu,1
b69ebc8da6431acac36350d50e191a45,101859,101859\meta.json,101859\mobility.urdf,1859,Eyeglasses,,6,haozhu,1
bfbdd4fc83c7b97b8dd50bf223f87d25,101860,101860\meta.json,101860\mobility.urdf,1860,Eyeglasses,,23,haozhu,1
c61c06470677262fa52821bf1aa3b19a,101861,101861\meta.json,101861\mobility.urdf,1861,Eyeglasses,,10,haozhu,1
ccf930a5753a7e11f7a4d2929e8727e6,101863,101863\meta.json,101863\mobility.urdf,1863,Eyeglasses,,7,haozhu,1
e109bd49cead605894f253c3dfc86729,101864,101864\meta.json,101864\mobility.urdf,1864,Eyeglasses,,6,haozhu,1
ea010debc316684b7110df4a9067471b,101866,101866\meta.json,101866\mobility.urdf,1866,Eyeglasses,,28,haozhu,2
ef1f3261f6ba8efea5628682d14a6725,101868,101868\meta.json,101868\mobility.urdf,1868,Eyeglasses,,6,haozhu,1
f0a0d68024019434f8a81b05b8971965,101869,101869\meta.json,101869\mobility.urdf,1869,Eyeglasses,,9,haozhu,1
f5cdd93402656d026436916a86a90ed7,101870,101870\meta.json,101870\mobility.urdf,1870,Eyeglasses,,6,haozhu,1
fce4c814e215b8e8b4f7c5eb3d183ed5,101871,101871\meta.json,101871\mobility.urdf,1871,Eyeglasses,,10,haozhu,1
ff9b36f383c727808ce2930380f4c6e7,101874,101874\meta.json,101874\mobility.urdf,1874,Eyeglasses,,11,haozhu,1
014e9081-23a3-4ecc-be18-2cd94b44d6cc-0,101886,101886\meta.json,101886\mobility.urdf,1886,USB,,34,kaichun,1
227a5613d2ade20a39729a3598f5d8c3-0,101892,101892\meta.json,101892\mobility.urdf,1892,Cart,,258,haozhu,1
826cea6d1387d794e793cc5433bece89,101908,101908\meta.json,101908\mobility.urdf,1908,Oven,,837,shawn,1
8295e45a734c059d1f3d773b4af1f0c9,101909,101909\meta.json,101909\mobility.urdf,1909,Oven,,986,shawn,2
8c2491e5245804d1ffc6e457221b9271,101917,101917\meta.json,101917\mobility.urdf,1917,Oven,,137,shawn,1
902f4ee7655514ba109dc73fee74b150,101921,101921\meta.json,101921\mobility.urdf,1921,Oven,,95,shawn,2
9191df20dc5559a38a68adc64e25938f,101924,101924\meta.json,101924\mobility.urdf,1924,Oven,,99,shawn,1
a18d795628d848a5589577ccf07b31e7,101930,101930\meta.json,101930\mobility.urdf,1930,Oven,,249,shawn,2
a46e0c10f17f928ba2bc8d1e386113dc,101931,101931\meta.json,101931\mobility.urdf,1931,Oven,,108,shawn,2
b296fbfbbe5dccf09c12d6260da9ac2b,101940,101940\meta.json,101940\mobility.urdf,1940,Oven,,221,shawn,2
bae2babb26dc352b20489998d734835a,101943,101943\meta.json,101943\mobility.urdf,1943,Oven,,334,shawn,2
bb5533538179f6c39209092a6c03f1bd,101946,101946\meta.json,101946\mobility.urdf,1946,Oven,,526,shawn,2
bc2daa0406ad3324d724d9ce5af6d8e,101947,101947\meta.json,101947\mobility.urdf,1947,Oven,,480,shawn,2
014e9081-23a3-4ecc-be18-2cd94b44d6cc-1,101948,101948\meta.json,101948\mobility.urdf,1948,USB,,114,fxiang,1
21a36e72ab8731928174afa7e733979c-0,101950,101950\meta.json,101950\mobility.urdf,1950,USB,,17,fxiang,1
429702143f78a053527a7cbd6d9c5851-0,101952,101952\meta.json,101952\mobility.urdf,1952,USB,,14,fxiang,1
429702143f78a053527a7cbd6d9c5851-3,101960,101960\meta.json,101960\mobility.urdf,1960,USB,,9,fxiang,1
d8e0d47be86833ffe8cd55fcf3e9137c,101971,101971\meta.json,101971\mobility.urdf,1971,Oven,,175,shawn,1
5b490b16ab9703dbc739a4aa55bf6ef8,101982,101982\meta.json,101982\mobility.urdf,1982,USB,,16,fxiang,1
6f7603f2b1a2d00b39de3acf4c5e58a1-0,101983,101983\meta.json,101983\mobility.urdf,1983,USB,,29,fxiang,1
78d2c502-4af6-408b-9cec-b155a94e1efd-0,101994,101994\meta.json,101994\mobility.urdf,1994,USB,,64,fxiang,1
78d3539fb561566ff02f20e1e71b8f0e-0,101999,101999\meta.json,101999\mobility.urdf,1999,USB,,49,fxiang,2
e69db4d377603b7d37b2bb75885cfc44,102001,102001\meta.json,102001\mobility.urdf,2001,Oven,,119,shawn,1
7d9865178363a97df7f8d93f4d40671e-1,102004,102004\meta.json,102004\mobility.urdf,2004,USB,,49,fxiang,1
7e4aacb6-3345-4b63-add0-4a691fc4ec08-0,102008,102008\meta.json,102008\mobility.urdf,2008,USB,,78,fxiang,1
940e94491f086317527a7cbd6d9c5851-0,102009,102009\meta.json,102009\mobility.urdf,2009,USB,,15,fxiang,1
940e94491f086317527a7cbd6d9c5851-13,102016,102016\meta.json,102016\mobility.urdf,2016,USB,,9,fxiang,1
ef97ff5c1d6a00f2a760e402290727de,102018,102018\meta.json,102018\mobility.urdf,2018,Oven,,103,shawn,1
eff23594cc0aed121b3e6b75a323070-0,102019,102019\meta.json,102019\mobility.urdf,2019,Oven,,208,shawn,2
940e94491f086317527a7cbd6d9c5851-2,102021,102021\meta.json,102021\mobility.urdf,2021,USB,,10,fxiang,1
940e94491f086317527a7cbd6d9c5851-5,102024,102024\meta.json,102024\mobility.urdf,2024,USB,,10,fxiang,1
940e94491f086317527a7cbd6d9c5851-6,102025,102025\meta.json,102025\mobility.urdf,2025,USB,,8,fxiang,1
bd45bbfb0a36e87758ccd5d9ffbb3aaf-0,102033,102033\meta.json,102033\mobility.urdf,2033,USB,,143,fxiang,1
bd45bbfb0a36e87758ccd5d9ffbb3aaf-1,102037,102037\meta.json,102037\mobility.urdf,2037,USB,,74,fxiang,1
cf312118d8b4938899bbd47041163d2-1,102042,102042\meta.json,102042\mobility.urdf,2042,USB,,22,fxiang,1
f65123e8c8b2fb93324d4e93d8b9cf3d,102044,102044\meta.json,102044\mobility.urdf,2044,Oven,,381,shawn,4
e1791a5d41be53db620b4d027d55e817-0,102052,102052\meta.json,102052\mobility.urdf,2052,USB,,7,fxiang,1
e1791a5d41be53db620b4d027d55e817-1,102053,102053\meta.json,102053\mobility.urdf,2053,USB,,17,fxiang,1
f73ae0a40649c7b950c862b58109065,102055,102055\meta.json,102055\mobility.urdf,2055,Oven,,27,shawn,1
fb05baf6da5b0856875c4d98e634f167-0,102060,102060\meta.json,102060\mobility.urdf,2060,Oven,,52,shawn,2
f63a2ec6da3f9c744c4a58bade1fd64d-1,102062,102062\meta.json,102062\mobility.urdf,2062,USB,,9,fxiang,1
u6c29ea04-efcc-4da9-9933-75254a97688a-0,102063,102063\meta.json,102063\mobility.urdf,2063,USB,,9,fxiang,1
u6c29ea04-efcc-4da9-9933-75254a97688a-2,102065,102065\meta.json,102065\mobility.urdf,2065,USB,,72,fxiang,1
ub1b3ea8f-7f50-421e-bb78-1098473f147a-0,102068,102068\meta.json,102068\mobility.urdf,2068,USB,,11,fxiang,1
20451b4b2d1c75ef879c50920de14b55-0,102070,102070\meta.json,102070\mobility.urdf,2070,Fan,,315,shawn,1
1174fa9f-55a3-4e5d-8c78-2c2b9d300efc-0,102073,102073\meta.json,102073\mobility.urdf,2073,Pliers,,17,fxiang,1
1174fa9f-55a3-4e5d-8c78-2c2b9d300efc-1,102074,102074\meta.json,102074\mobility.urdf,2074,Pliers,,21,fxiang,1
1174fa9f-55a3-4e5d-8c78-2c2b9d300efc-2,102075,102075\meta.json,102075\mobility.urdf,2075,Pliers,,94,fxiang,1
a5b87eca5bbd0342b80b68728684f2ff-0,102080,102080\meta.json,102080\mobility.urdf,2080,KitchenPot,,16,fxiang,1
e1c1bdde-8ce8-46ee-b9fc-f7227282f0c9-1,102085,102085\meta.json,102085\mobility.urdf,2085,KitchenPot,,27,fxiang,1
6fabf2bed6cb261f9c00f10333f1c0b5-0,102090,102090\meta.json,102090\mobility.urdf,2090,Fan,,50,shawn,1
8599d64d94e4feec573d4f1469af1aa1-0,102092,102092\meta.json,102092\mobility.urdf,2092,Fan,,72,shawn,1
8afa4dd2ee9d8f8e4b8f4376205e199e-0,102093,102093\meta.json,102093\mobility.urdf,2093,Fan,,30,shawn,1
acb7e50c5bae5d692e0ef4810ec8be0d-0,102095,102095\meta.json,102095\mobility.urdf,2095,Fan,,62,shawn,1
aec847103822f29aa067d22d00393c30-0,102099,102099\meta.json,102099\mobility.urdf,2099,Fan,,23,shawn,1
dcf446c1b04a0134431487b642af990f-0,102100,102100\meta.json,102100\mobility.urdf,2100,Fan,,43,shawn,1
3b2db36aaa2546b99c7c402f274622c,10211,10211\meta.json,10211\mobility.urdf,10211,Laptop,,465,chuangda013,2
3dc60bce3e8d3ece3077dad41839c251,10213,10213\meta.json,10213\mobility.urdf,10213,Laptop,,239,chuangda013,2
959ca220e0b5d285345f0c75da20ee62-0,102130,102130\meta.json,102130\mobility.urdf,2130,Remote,,280,shawn,1
007cedc3-0ea3-4138-8311-7dd457c86b51,102145,102145\meta.json,102145\mobility.urdf,2145,CoffeeMachine,,1205,kaichun,1
16b3b695-346c-4040-a23e-bdd409a7fccb,102149,102149\meta.json,102149\mobility.urdf,2149,CoffeeMachine,,829,kaichun,2
5a8ed10d-e7e5-4bd2-952d-8a4fa139cfa4-0,102153,102153\meta.json,102153\mobility.urdf,2153,TrashCan,,31,ericyi,1
5a8ed10d-e7e5-4bd2-952d-8a4fa139cfa4-1,102154,102154\meta.json,102154\mobility.urdf,2154,TrashCan,,24,ericyi,1
5a8ed10d-e7e5-4bd2-952d-8a4fa139cfa4-2,102155,102155\meta.json,102155\mobility.urdf,2155,TrashCan,,180,ericyi,2
5aec53fb8789a93d19c4236483d9fa69-0,102156,102156\meta.json,102156\mobility.urdf,2156,TrashCan,,25,ericyi,1
5aec53fb8789a93d19c4236483d9fa69-2,102158,102158\meta.json,102158\mobility.urdf,2158,TrashCan,,17,ericyi,1
5aec53fb8789a93d19c4236483d9fa69-4,102160,102160\meta.json,102160\mobility.urdf,2160,TrashCan,,40,ericyi,1
61012402-578f-4917-aa77-6d43e682997d-1,102163,102163\meta.json,102163\mobility.urdf,2163,TrashCan,,17,ericyi,1
61012402-578f-4917-aa77-6d43e682997d-3,102165,102165\meta.json,102165\mobility.urdf,2165,TrashCan,,26,ericyi,1
755538a629cd950c6b2befe83a0efe39,102171,102171\meta.json,102171\mobility.urdf,2171,TrashCan,,14,ericyi,1
7b287f39-89b2-4145-8a8e-0369b078b858-1,102173,102173\meta.json,102173\mobility.urdf,2173,TrashCan,,93,ericyi,1
7b287f39-89b2-4145-8a8e-0369b078b858-5,102177,102177\meta.json,102177\mobility.urdf,2177,TrashCan,,35,ericyi,1
8766d229-05d2-4609-902f-66ce6dc510fa,102181,102181\meta.json,102181\mobility.urdf,2181,TrashCan,,79,ericyi,2
87720d20-a8ae-40a4-923d-911233e5a57b,102182,102182\meta.json,102182\mobility.urdf,2182,TrashCan,,23,ericyi,1
92b6d1ff-b9ef-4fcc-b76a-018835314395,102186,102186\meta.json,102186\mobility.urdf,2186,TrashCan,,18,ericyi,1
942887c8d668501681faebbdea6bd9be,102187,102187\meta.json,102187\mobility.urdf,2187,TrashCan,,70,ericyi,2
9a7dfc9c-892d-4fef-8983-957d22d5ab08,102189,102189\meta.json,102189\mobility.urdf,2189,TrashCan,,19,ericyi,1
b52abbc8-e69f-4f5e-b053-c25d30f92e31,102192,102192\meta.json,102192\mobility.urdf,2192,TrashCan,,39,ericyi,2
b91a1b80-152e-42e3-95df-dcb3c23513c0,102193,102193\meta.json,102193\mobility.urdf,2193,TrashCan,,8,ericyi,1
ba373a00-ae31-4b6c-9740-78c0448a9042,102194,102194\meta.json,102194\mobility.urdf,2194,TrashCan,,339,ericyi,2
be98fd37940b298f30434f41561ebdcf-0,102200,102200\meta.json,102200\mobility.urdf,2200,TrashCan,,47,ericyi,1
be98fd37940b298f30434f41561ebdcf-1,102201,102201\meta.json,102201\mobility.urdf,2201,TrashCan,,25,ericyi,2
be98fd37940b298f30434f41561ebdcf-2,102202,102202\meta.json,102202\mobility.urdf,2202,TrashCan,,20,ericyi,1
cf7bd8cd-c017-4971-95b4-152e48358813-0,102209,102209\meta.json,102209\mobility.urdf,2209,TrashCan,,18,ericyi,1
dd5c2fb4-0cc0-4e9d-9ede-6ac6d88d780d,102210,102210\meta.json,102210\mobility.urdf,2210,TrashCan,,212,ericyi,1
ef7aa1d1-d48c-42bb-8951-f91086f789fe-0,102218,102218\meta.json,102218\mobility.urdf,2218,TrashCan,,31,ericyi,1
ef7aa1d1-d48c-42bb-8951-f91086f789fe-1,102219,102219\meta.json,102219\mobility.urdf,2219,TrashCan,,23,ericyi,1
1174fa9f-55a3-4e5d-8c78-2c2b9d300efc-4,102221,102221\meta.json,102221\mobility.urdf,2221,Pliers,,95,fxiang,1
fcf710354685c8b7ce5d6e9371bb5c33,102227,102227\meta.json,102227\mobility.urdf,2227,TrashCan,,12,ericyi,1
fff6cf2c-72b3-42a6-8e10-3c38ff4f861e,102229,102229\meta.json,102229\mobility.urdf,2229,TrashCan,,115,ericyi,2
u04856bac-6375-4c95-af77-f032183d906d,102234,102234\meta.json,102234\mobility.urdf,2234,TrashCan,,191,ericyi,2
b74051f4-61c9-423f-9607-b44486b3fa28-0,102242,102242\meta.json,102242\mobility.urdf,2242,Pliers,,20,fxiang,1
b74051f4-61c9-423f-9607-b44486b3fa28-1,102243,102243\meta.json,102243\mobility.urdf,2243,Pliers,,275,fxiang,2
u062b92f8-2460-431a-be57-005200e9b9f9,102244,102244\meta.json,102244\mobility.urdf,2244,TrashCan,,74,ericyi,1
b74051f4-61c9-423f-9607-b44486b3fa28-3,102251,102251\meta.json,102251\mobility.urdf,2251,Pliers,,122,fxiang,1
u54bfd90e-4a39-4a4e-8d19-6373366bed2a,102252,102252\meta.json,102252\mobility.urdf,2252,TrashCan,,91,ericyi,2
b74051f4-61c9-423f-9607-b44486b3fa28-4,102253,102253\meta.json,102253\mobility.urdf,2253,Pliers,,141,fxiang,2
u6a95362b-9b47-48a1-bf20-c1cd0bcd0b35-0,102254,102254\meta.json,102254\mobility.urdf,2254,TrashCan,,54,ericyi,1
2a87cf850dca72a4a886e56ff3d54c4,102255,102255\meta.json,102255\mobility.urdf,2255,FoldingChair,,173,yuzhe,1
u6a95362b-9b47-48a1-bf20-c1cd0bcd0b35-1,102256,102256\meta.json,102256\mobility.urdf,2256,TrashCan,,66,ericyi,2
u92d69967-b23e-4220-bc94-f19adf033806,102257,102257\meta.json,102257\mobility.urdf,2257,TrashCan,,15,ericyi,1
b74051f4-61c9-423f-9607-b44486b3fa28-5,102258,102258\meta.json,102258\mobility.urdf,2258,Pliers,,34,fxiang,1
ua7fa2795-412b-4aff-ba6e-a39611a579e2-0,102259,102259\meta.json,102259\mobility.urdf,2259,TrashCan,,50,ericyi,1
b74051f4-61c9-423f-9607-b44486b3fa28-6,102260,102260\meta.json,102260\mobility.urdf,2260,Pliers,,31,fxiang,1
34166279ecffce32fba786d6c256035b-0,102263,102263\meta.json,102263\mobility.urdf,2263,FoldingChair,,8,yuzhe,1
da0c70926b8ca70226816b1f4a348020-0,102266,102266\meta.json,102266\mobility.urdf,2266,Pliers,,407,fxiang,2
751c6292-5a5c-4892-a521-060408fe2e7d-1,102269,102269\meta.json,102269\mobility.urdf,2269,FoldingChair,,40,yuzhe,2
3d839aa532198b3923c841f9d5051936-0,102272,102272\meta.json,102272\mobility.urdf,2272,Mouse,,15,ericyi,1
3dde1a38-9ce8-4c22-8fe6-ac71cf952112,102273,102273\meta.json,102273\mobility.urdf,2273,Mouse,,86,ericyi,2
42941f4faf298240e0a20fd2b4e95e9c,102276,102276\meta.json,102276\mobility.urdf,2276,Mouse,,51,ericyi,2
3c5b48d9-a733-4f95-a88b-b615cadfe3f4-0,102278,102278\meta.json,102278\mobility.urdf,2278,Safe,,813,KeplerSN,5
fd00bdd9547b85e338a90267289a369b-0,102285,102285\meta.json,102285\mobility.urdf,2285,Pliers,,13,fxiang,2
u3e4a044f-d374-4e14-bde8-844c3e53a66b-0,102288,102288\meta.json,102288\mobility.urdf,2288,Pliers,,38,fxiang,1
5622a18c1ca2a53a3728518db8bc5c6d,102290,102290\meta.json,102290\mobility.urdf,2290,Mouse,,64,ericyi,2
udba9d58d-9eb6-4b4e-8826-f7b43df48a1d-0,102292,102292\meta.json,102292\mobility.urdf,2292,Pliers,,104,fxiang,1
7026aa17-f192-4a98-9da2-bb9fd23919a2-0,102301,102301\meta.json,102301\mobility.urdf,2301,Safe,,83,KeplerSN,2
d1a6d1ca-71ef-4552-a69d-f6d0c0aa495b,102309,102309\meta.json,102309\mobility.urdf,2309,Safe,,134,KeplerSN,2
d7c17d1a-4f95-48dd-9eee-1104d07369aa,102311,102311\meta.json,102311\mobility.urdf,2311,Safe,,288,KeplerSN,2
db8cdd3f8018db05bb40b038e5e0b7f0,102314,102314\meta.json,102314\mobility.urdf,2314,FoldingChair,,360,yuzhe,1
dedb6241e35a2d5c3ab3dfa44f5fab01,102316,102316\meta.json,102316\mobility.urdf,2316,Safe,,70,KeplerSN,2
eb081fe81a61366555361e36d3220d16,102318,102318\meta.json,102318\mobility.urdf,2318,Safe,,238,KeplerSN,2
u0cf7cae0-9440-4966-ba95-8ecc79f03421-1,102333,102333\meta.json,102333\mobility.urdf,2333,FoldingChair,,472,yuzhe,1
54646d3f25e99cc766fb0f7d1f02c3e5-0,102347,102347\meta.json,102347\mobility.urdf,2347,Cart,,47,haozhu,1
3c173caf-9a3d-4f04-a150-bd295f8651c0-0,102352,102352\meta.json,102352\mobility.urdf,2352,Bucket,,13,yuzhe,1
8ae5d501-fa9c-4a2c-ba9f-f3c2cc57dbeb-0,102358,102358\meta.json,102358\mobility.urdf,2358,Bucket,,9,yuzhe,2
9347f2ac-346f-426f-ae8f-51210650d510-0,102359,102359\meta.json,102359\mobility.urdf,2359,Bucket,,34,yuzhe,1
cc6227e5-79b6-4d22-bf81-8bad86cd49c2-0,102363,102363\meta.json,102363\mobility.urdf,2363,Bucket,,130,yuzhe,1
d32af00b6b170bebeefb4d7820758668,102365,102365\meta.json,102365\mobility.urdf,2365,Bucket,,23,yuzhe,1
e2c049a1e7b7004bf44a292ef014253,102367,102367\meta.json,102367\mobility.urdf,2367,Bucket,,114,yuzhe,1
u282cec2f-343f-4383-9c33-57a45be9e18a-0,102369,102369\meta.json,102369\mobility.urdf,2369,Bucket,,22,yuzhe,1
07dd2e93-9195-4a01-b13b-2a964ff164c4-1,102373,102373\meta.json,102373\mobility.urdf,2373,Box,,16,yuzhe,1
3317da004c4177a5f47e82e63eafd5bc-0,102377,102377\meta.json,102377\mobility.urdf,2377,Box,,43,yuzhe,2
3ac64751-e075-488d-9938-9123dc88b2b6-0,102379,102379\meta.json,102379\mobility.urdf,2379,Box,,115,yuzhe,2
4bacb1694e86005afb6e846333373df8,10238,10238\meta.json,10238\mobility.urdf,10238,Laptop,,456,chuangda013,2
eb5ee68891c5ebdc5ac5c09aa9151e25,102380,102380\meta.json,102380\mobility.urdf,2380,Safe,,147,KeplerSN,2
ee769a6a-a53e-4f17-84c7-f4e8028a70ab,102381,102381\meta.json,102381\mobility.urdf,2381,Safe,,437,KeplerSN,2
f49d802922c98e629e58c6dd64fbd48a,102384,102384\meta.json,102384\mobility.urdf,2384,Safe,,68,KeplerSN,2
f7cae0d6-c00a-4ded-b72f-2140762b8fe2,102387,102387\meta.json,102387\mobility.urdf,2387,Safe,,103,KeplerSN,2
f94dbeb1-cf41-4fb9-b57d-1e029816fa48,102389,102389\meta.json,102389\mobility.urdf,2389,Safe,,252,KeplerSN,2
4c7814676c42d67b902e12fe4da5924d,10239,10239\meta.json,10239\mobility.urdf,10239,Laptop,,409,chuangda013,2
2df3fe05b1dbb19ef62ba3f66012304f,102394,102394\meta.json,102394\mobility.urdf,2394,Camera,,80,kaichun,1
31697a7e160faa9a25c43080ce3fba48,102398,102398\meta.json,102398\mobility.urdf,2398,Camera,,75,kaichun,2
